시추공코드 ,순번 ,시작심도 ,종료심도 ,전단파속도(P파) ,전단파속도(S파) ,포아송비 ,전단판성계수 ,영률 ,현장밀도 
W2889BH002,24,23,24,1877.79,644.4,0.433,830.49,2380.62,2
W2889BH002,25,24,25,1880.36,647.1,0.433,837.48,2399.94,2
W2889BH002,26,25,26,1882.94,649.82,0.432,844.53,2419.4,2
W2889BH002,27,26,27,1885.51,652.55,0.432,851.63,2439.01,2
W2889BH002,28,27,28,1888.08,655.28,0.432,858.749,2458.75,2
W2889BH002,29,28,29,1890.65,658.03,0.431,866,2478.65,2
W2889BH002,30,29,30,1893.22,660.79,0.431,873.28,2498.69,2
W2889BH002,16,15,16,1857.4,623.17,0.437,776.67,2231.5,2
W2889BH002,17,16,17,1859.72,6525.71,0.436,783.02,2249.1,2
W2889BH002,18,17,18,1862.37,628.37,0.436,789.7,2267.65,2
W2889BH002,19,18,19,1864.94,631.02,0.435,796.37,2286.14,2
W2889BH002,20,19,20,1867.51,633.67,0.435,803.08,2304.76,2
W2889BH002,21,20,21,1870.08,636.34,0.435,809.85,2323.51,2
W2889BH002,22,21,22,1872.65,639.01,0.434,816.68,2342.41,2
W2889BH002,1,0,1,403.25,139.77,0.432,35.16,100.69,1.8
W2889BH002,2,1,2,472.08,173.42,0.422,54.13,153.95,1.8
W2889BH002,3,2,3,4630.3,246.28,0.41,109.17,307.85,1.8
W2889BH002,4,3,4,654.16,257.9,0.408,119.73,337.14,1.8
W2889BH002,5,4,5,670.65,265.15,0.407,126.55,356.2,1.8
W2889BH002,6,5,6,918.91,296.87,0.442,176.26,508.24,2
W2889BH002,7,6,7,1263.72,413.35,0.44,341.72,984.21,2
W2889BH002,8,7,8,1294.09,424.48,0.44,360.36,1037.64,2
W2889BH002,9,8,9,1311.82,431.51,0.439,372.4,1072.03,2
W2889BH002,10,9,10,1424.59,469.93,0.439,441.67,1271.08,2
W2889BH002,11,10,11,1534.05,507.47,0.439,515.05,1481.86,2
W2909BH002,1,0,1,490,179,0.423,5.71,16.3,1.75
W2909BH002,2,1,2,492,181,0.422,5.86,16.7,1.75
W2909BH002,3,2,3,498,184,0.421,6.04,17.2,1.75
W2909BH002,4,3,4,502,186,0.42,6.19,17.6,1.75
W2909BH002,5,4,5,505,189,0.419,6.36,18.1,1.75
W2909BH002,6,5,6,509,190,0.419,6.46,18.3,1.75
W2909BH002,7,6,7,512,192,0.418,6.57,18.6,1.75
W2909BH002,8,7,8,517,195,0.417,6.98,19.8,1.8
W2909BH002,9,8,9,548,209,0.415,7.99,22.6,1.8
W2909BH002,10,9,10,552,212,0.414,8.24,23.3,1.8
W2909BH002,11,10,11,558,215,0.413,8.47,23.9,1.8
W2909BH002,12,11,12,566,219,0.412,8.8,24.9,2.1
W2909BH002,13,12,13,1113,521,0.359,58.2,158,2.1
W2909BH002,14,13,14,1127,528,0.359,59.9,163,2.1
W2909BH002,15,14,15,1132,533,0.358,60.8,165,2.1
W2909BH002,16,15,16,1148,541,0.357,62.7,170,2.1
W2909BH002,17,16,17,1163,550,0.356,64.7,176,2.1
W2909BH002,18,17,18,1173,556,0.355,66.3,180,2.1
W2909BH002,19,18,19,1187,564,0.355,68,184,2.1
W2909BH002,20,19,20,1192,567,0.354,68.9,187,2.1
W2909BH002,21,20,21,1199,572,0.353,70,189,2.1
W2909BH002,22,21,22,1205,574,0.353,70.6,191,2.1
W2909BH002,23,22,23,1208,577,0.352,71.4,193,2.1
W2909BH002,24,23,24,1211,579,0.352,71.8,194,2.1
W2909BH002,25,24,25,1214,582,0.351,72.5,196,2.1
W2909BH002,26,25,26,1320,653,0.338,100,268,2.3
W2909BH002,27,26,27,1331,659,0.337,102,273,2.3
W2909BH002,28,27,28,1341,666,0.337,104,278,2.3
W2909BH002,29,28,29,1352,672,0.336,106,283,2.3
W2909BH002,30,29,30,1360,677,0.335,108,287,2.3
W2914BH004,4,19,22.5,3260,1312,0.4,4390,12300,2.5
W2914BH004,3,13,19,2302,506,0.47,523,1540,2
W2914BH007,2,1,14,684,308,0.37,183,504,1.9
W2914BH007,3,14,16,2314,735,0.44,1100,3180,2
W2914BH007,4,16,16.8,2819,911,0.44,2030,5860,2.4
W2914BH007,5,16.8,19,3323,1492,0.37,5670,15600,2.5
W2914BH007,1,0,1,22,88,0.41,14.1,39.8,1.8
W2914BH004,2,7.5,13,2039,320,0.49,198,589,1.9
W2914BH004,1,0,7.5,664,170,0.46,53.3,156,1.8
W2914BH001,2,12,30,2453,645,0.46,848,2480,2
W2914BH001,1,0,12,656,251,0.41,122,345,1.9
W2919BH005,6,10,12,672,303,0.372,17.8,48.8,1.9
W2919BH005,1,0,2,514,212,0.397,8.3,23.1,1.8
W2919BH005,8,14,16,755,358,0.355,24.8,67.3,1.9
W2919BH005,9,16,18,841,397,0.357,30.6,82.9,2
W2919BH005,10,18,20,1068,512,0.351,53.5,144.5,2
W2919BH005,11,20,22,1115,543,0.345,60.1,161.8,2
W2919BH005,12,22,24,1145,560,0.343,64,171.8,2
W2919BH005,13,24,26,1161,563,0.346,64.7,174.1,2
W2919BH005,14,26,28,1188,582,0.342,69.1,185.5,2
W2919BH005,15,28,30,1195,591,0.338,71.2,190.7,2
W2919BH006,1,0,2,510,208,0.4,7.9,22.3,1.8
W2919BH006,2,2,4,506,205,0.402,7.7,21.6,1.8
W2919BH006,3,4,6,695,310,0.376,18.6,51.3,1.9
W2919BH006,4,6,8,721,328,0.37,20.9,57.1,1.9
W2919BH006,5,8,10,723,334,0.364,21.6,59,1.9
W2919BH006,6,10,12,740,346,0.36,23.2,63.1,1.9
W2919BH006,7,12,14,796,373,0.359,27,73.3,1.9
W2919BH006,8,14,16,801,377,0.358,27.5,74.8,1.9
W2919BH006,9,16,18,970,465,0.351,44.1,119.2,2
W2919BH006,10,18,20,1001,483,0.348,47.6,128.4,2
W2919BH006,11,20,22,1069,518,0.347,54.7,147.4,2
W2919BH006,12,22,24,1080,524,0.346,56,150.9,2
W2919BH006,13,24,26,1138,556,0.343,63.1,169.4,2
W2919BH006,14,26,28,1172,573,0.343,67,179.9,2
W2919BH006,15,28,30,1186,580,0.343,68.6,184.3,2
