시추공코드 ,순번 ,시작심도 ,종료심도 ,전단파속도(P파) ,전단파속도(S파) ,포아송비 ,전단판성계수 ,영률 ,현장밀도 
W5937BH003,7,5,6,1367,704,0.32,11620,30666,2.3
W5937BH003,8,6,7,1372,708,0.319,11752,30992,2.3
W5948BH002,5,13,30,1440,745,0.312,1262,3308,22
W5948BH002,4,6,13,1011,493,0.341,520,1395,21
W5948BH002,3,1,6,552,236,0.367,131,358,19
W5948BH002,2,0,1,368,159,0.385,45,126,18
W5956BH001,6,20,21,1411,801,0.26,0,0,2.5
W5956BH001,4,15,16,875,454,0.33,0,0,2
W5956BH001,3,3,4,603,293,0.35,0,0,2
W5956BH001,2,1,2,337,148,0.38,0,0,1.9
W5956BH001,5,18,19,1164,633,0.29,0,0,2.4
W5961BH001,2,0,1,660,231,0.43,281,0,18
W5961BH001,3,1,5.6,545,215,0.407,234,0,17.5
W5961BH001,4,5.6,8.5,1000,402,0.404,863,0,18.5
W5961BH001,5,8.5,12,840,335,0.405,582,0,18
W5961BH001,6,12,12.8,699,272,0.411,372,0,17.5
W5961BH001,7,12.8,20.5,1087,453,0.395,1089,0,18.5
W5961BH001,8,20.5,23,1236,531,0.387,1520,0,19
W5961BH001,9,23,26.5,1581,699,0.379,2953,0,21
W5961BH001,11,27,30,2883,1425,0.338,13868,0,25
W5961BH001,10,26.5,27,2691,1284,0.353,10460,0,23
W5973BH001,32,29,30,2331,1106,0.35,25800,69900,2.4
W5973BH001,1,0,1,288,120,0.39,259,723,1.8
W5973BH001,2,1,2,327,136,0.39,335,934,1.8
W5973BH001,3,2,3,461,164,0.43,482,1380,1.8
W5973BH001,4,3,4,548,218,0.41,855,2410,1.8
W5973BH001,5,4,5,633,279,0.38,1410,3880,1.8
W5973BH001,6,5,6,596,213,0.43,815,2330,1.8
W5973BH001,7,6,7,639,274,0.39,1430,3970,1.8
W5973BH001,8,7,8,536,185,0.43,647,1850,1.8
W5973BH001,9,8,9,652,277,0.39,1460,4050,1.8
W5973BH001,31,28,29,2336,1107,0.36,25800,69800,2.4
W5973BH001,30,26,27,2331,1106,0.35,25700,69600,2.4
W5973BH001,28,25,26,2294,1087,0.36,25700,69600,2.4
W5973BH001,26,24,25,2193,1037,0.36,24800,67200,2.4
W5973BH001,25,29,30,2336,1109,0.35,22600,61300,2.4
W5973BH001,24,23,24,2155,1015,0.36,21600,58800,2.4
W5973BH001,23,22,23,2049,984,0.35,20300,54900,2.4
W5973BH001,22,21,22,2016,937,0.36,18400,50300,2.4
W5973BH001,21,20,21,1887,903,0.35,17100,46300,2.4
W5973BH001,20,19,20,1706,803,0.36,12300,33300,2.4
W5973BH001,19,18,19,1531,692,0.37,9090,24900,2.1
W5973BH001,18,17,18,1332,591,0.38,6640,18300,2.1
W5973BH001,17,16,17,1256,549,0.38,5730,15800,1.9
W5973BH001,16,15,16,1193,548,0.37,5700,15600,1.9
W5973BH001,15,14,15,1159,530,0.37,5340,14600,1.9
W5973BH001,14,13,14,1100,496,0.37,4670,12800,1.9
W5973BH001,13,12,13,1025,445,0.38,3760,10400,1.9
W5973BH001,12,11,12,958,433,0.37,3560,9780,1.9
W5973BH001,10,9,10,696,296,0.39,1670,4640,1.8
W5973BH001,11,10,11,805,305,0.42,1770,5010,1.8
W6017BH005,3,0,8,467,202,0.385,75.4,209,0
W6017BH005,4,8,12.5,525,232,0.378,99.3,274,0
W6017BH005,7,18,30,1466,726,0.338,1130,3110,0
W6017BH005,6,13.5,18,907,421,0.362,346,1140,0
W6017BH005,5,12.5,13.5,645,291,0.372,156,557,0
W6030BH003,1,0,21,528,0,0,0,0,0
W6039BH002,32,28,29,1439,610,0.39,720,7755,2
W6039BH002,33,29,30,1534,660,0.387,103,9061,1.8
W6039BH002,1,0,1,612,192,0.446,64,653,1.7
W6039BH002,3,1,2,619,197,0.444,67,684,1.7
W6039BH002,4,2,3,632,205,0.441,73,745,1.7
W6039BH002,5,3,4,713,214,0.451,79,806,1.7
W6039BH002,6,4,5,718,216,0.45,86,878,1.8
W6039BH002,7,5,6,724,218,0.45,88,898,1.8
W6039BH002,8,6,7,729,221,0.449,90,918,1.8
W6039BH002,9,7,8,734,223,0.449,92,939,1.8
W6039BH002,10,8,9,712,237,0.438,116,1051,1.8
W6039BH002,11,9,10,693,252,0.424,138,1184,1.9
W6039BH002,12,10,11,717,267,0.419,156,1408,1.9
W6039BH002,13,11,12,761,284,0.419,177,1592,1.9
W6039BH002,14,12,13,804,302,0.418,202,1806,1.9
W6039BH002,15,13,14,838,323,0.413,245,2061,1.9
W6039BH002,16,14,15,916,355,0.411,292,2500,1.9
W6039BH002,17,15,16,1001,388,0.411,356,2980,1.9
W6039BH002,19,16,17,1085,428,0.408,442,3633,1.9
W6039BH002,20,17,18,1208,477,0.407,584,4510,2
W6039BH002,21,18,19,1326,535,0.403,596,5959,2
W6039BH002,22,19,20,1316,541,0.398,604,6082,2
W6039BH002,24,20,21,1300,544,0.394,694,6163,2
W6039BH002,25,21,22,1381,583,0.392,888,7082,2
W6039BH002,26,22,23,1422,596,0.393,760,7408,2
W6039BH002,27,23,24,1410,590,0.394,736,7245,2
W6039BH002,28,24,25,1414,594,0.393,726,7347,2
W6039BH002,29,25,26,1420,593,0.394,726,7337,2
W6039BH002,30,26,27,1429,596,0.395,719,7408,2
W6039BH002,31,27,28,1422,601,0.392,710,7510,2
W6040BH001,27,26,27,950,480,0.32,432.18,1139.89,1.8
W6040BH001,26,25,26,940,470,0.32,414.72,1097.88,1.8
W6040BH001,29,28,29,980,495,0.32,450,1191.64,1.8
W6040BH001,31,29,30,990,500,0.32,459.05,1215.68,1.8
W6040BH001,33,30,31,1000,505,0.32,468.18,1239.96,1.8
W6040BH001,2,1,2,420,198,0.36,62.73,170.26,1.6
W6040BH001,3,2,3,450,210,0.36,70.56,192.04,1.6
W6040BH001,4,3,4,500,240,0.35,92.16,249.99,1.6
W6040BH001,5,4,5,530,260,0.34,108.16,290.2,1.6
W6040BH001,6,5,6,570,290,0.34,125.44,336.42,1.6
W6040BH001,7,6,7,590,320,0.34,134.56,360.81,1.6
W6040BH001,8,7,8,650,340,0.34,163.84,439.11,1.6
W6040BH001,9,8,9,690,345,0.34,184.96,495.57,1.6
W6040BH001,10,9,10,700,350,0.34,190.44,510.22,1.6
W6040BH001,11,10,11,710,355,0.34,196,525.08,1.6
W6040BH001,12,11,12,720,360,0.34,201.64,540.16,1.6
W6040BH001,13,12,13,730,370,0.34,207.36,555.45,1.6
W6040BH001,14,13,14,750,390,0.34,219.04,586.66,1.6
W6040BH001,15,14,15,790,395,0.34,243.36,651.66,1.6
W6040BH001,16,15,16,800,400,0.34,249.64,668.44,1.6
W6040BH001,17,16,17,810,405,0.34,256,685.44,1.6
W6040BH001,18,17,18,820,430,0.34,262.44,702.64,1.6
W6040BH001,19,18,19,830,435,0.32,332.82,876.36,1.8
W6040BH001,20,19,20,840,450,0.32,340.61,897,1.8
W6040BH001,21,20,21,870,455,0.32,364.5,960.36,1.8
W6040BH001,22,21,22,880,450,0.32,372.65,981.96,1.8
W6040BH001,23,22,23,890,455,0.32,380.88,1003.8,1.8
W6040BH001,24,23,24,900,460,0.32,389.21,1025.88,1.8
W6040BH001,25,24,25,920,465,0.32,397.62,1052.44,1.8
W6040BH001,28,27,28,960,490,0.32,441.05,1163.41,1.8
W6058BH002,3,0,1.5,493,183,0.42,57.2,162,0
W6058BH002,4,1.5,7.5,556,211,0.42,82,232,0
W6058BH002,7,15,20,2171,1096,0.33,2780,7380,0
W6058BH002,6,10.5,15,1089,503,0.36,517,1410,0
W6058BH002,5,7.5,10.5,901,397,0.38,301,829,0
W6061BH011,1,0,1,621,195,0.445,17,,
W6061BH011,2,1,2,615,196,0.443,17,,
W6061BH011,3,2,3,723,225,0.446,18,,
W6061BH011,4,3,4,835,285,0.434,18,,
W6061BH011,5,4,5,925,341,0.421,18,,
W6061BH011,6,5,6,1025,390,0.415,18,,
W6061BH011,7,6,7,1089,402,0.421,19,,
W6061BH011,8,7,8,1105,411,0.42,19,,
W6061BH011,9,8,9,1229,487,0.407,19,,
W6061BH011,10,9,10,1220,480,0.408,19,,
W6061BH011,11,10,11,1313,520,0.407,19,,
W6061BH011,12,11,12,1513,635,0.393,20,,
W6061BH011,13,12,13,1670,733,0.381,21,,
W6061BH011,14,13,14,1743,768,0.379,21,,
W6061BH011,15,14,15,2020,893,0.378,21,,
W6061BH011,16,15,16,2299,1025,0.376,21,,
W6061BH011,17,16,17,2998,1387,0.364,21,,
W6061BH011,18,17,18,3024,1393,0.365,21,,
W6061BH011,19,18,19,2954,1345,0.369,21,,
W6061BH011,20,19,20,2695,1193,0.378,21,,
W6061BH011,21,20,21,2299,1045,0.37,21,,
W6061BH011,22,21,22,2469,1122,0.37,21,,
W6061BH011,23,22,23,2513,1126,0.374,21,,
W6061BH011,24,23,24,2710,1225,0.371,21,,
W6061BH011,25,24,25,2695,1222,0.371,21,,
W6061BH011,26,25,26,2119,937,0.378,21,,
W6061BH011,27,26,27,2331,1043,0.375,21,,
W6061BH011,28,27,28,2633,193,0.371,21,,
W6061BH011,29,28,29,2469,1122,0.37,21,,
W6061BH011,31,29,30,2451,1109,0.371,21,,
W6064CB009,9,8,9,2320,1100,,,,23
W6064CB009,10,9,10,2429,1158,,,,24
W6064CB009,11,10,11,2467,1179,,,,24
W6064CB009,12,11,12,2469,1186,,,,24
W6064CB009,13,12,13,2488,1192,,,,24
W6064CB009,14,13,14,2494,1198,,,,24
W6064CB001,8,4,5,870,382,,,,19
W6064CB001,9,5,6,955,423,,,,19
W6064CB009,15,14,15,2498,1203,,,,24
W6064CB009,16,15,16,2523,1218,,,,24
W6064CB009,17,16,17,2535,1224,,,,24
W6064CB009,18,17,18,2541,1230,,,,24
W6064CB009,19,18,19,2565,1248,,,,24
W6064CB009,20,19,20,2572,1251,,,,24
W6064CB009,21,20,21,2596,1266,,,,24
W6064CB009,22,21,22,2640,1297,,,,25
W6064CB009,23,22,23,2658,1315,,,,25
W6064CB009,24,23,24,2590,1278,,,,25
W6064CB009,25,24,25,2547,1245,,,,24
W6064CB009,26,25,26,2522,1227,,,,24
W6064CB009,27,26,27,2502,1220,,,,24
W6064CB009,28,27,28,2533,1238,,,,24
W6064CB009,29,28,29,2479,1215,,,,24
W6064CB009,30,29,30,2504,1221,,,,24
W6064CB001,18,17,18,3119,1630,,,,25
W6064CB001,19,18,19,3253,1698,,,,25
W6064CB001,10,6,7,1362,646,,,,21
W6064CB001,11,7,8,1427,678,,,,21
W6064CB001,12,8,9,1671,820,,,,23
W6064CB001,13,9,10,1673,824,,,,23
W6064CB001,14,10,11,2275,1150,,,,25
W6064CB001,15,11,12,2294,1164,,,,25
W6064CB001,16,12,13,2312,1169,,,,25
W6064CB001,17,13,14,2391,1215,,,,25
W6064CB001,20,19,20,3582,1881,,,,25
W6064CB001,21,20,21,3608,1892,,,,25
W6064CB001,22,21,22,3593,1895,,,,25
W6064CB001,23,22,23,3641,1932,,,,25
W6064CB001,24,23,24,3927,2088,,,,25
W6064CB001,25,24,25,4025,2139,,,,25
W6064CB001,26,25,26,4136,2210,,,,25
W6064CB001,27,26,27,4268,2286,,,,25
W6064CB001,28,27,28,4245,2277,,,,25
W6064CB001,29,28,29,4191,2245,,,,25
W6064CB001,30,29,30,4175,2236,,,,25
W6064CB001,31,3,4,689,301,,,,19
W6064CB001,32,2,3,548,217,,,,18
W6064CB001,33,1,2,510,201,,,,18
W6064CB001,34,0,1,491,192,,,,18
W6064CB001,35,14,15,2625,1349,,,,25
W6064CB001,36,15,16,2866,1479,,,,25
W6064CB001,37,16,17,3065,1595,,,,25
W6064CB008,1,0,1,743,290,,,,18
W6064CB008,2,1,2,707,285,,,,17.5
W6064CB008,3,2,3,803,336,,,,19
W6064CB008,4,3,4,1059,458,,,,19
W6064CB008,5,4,5,1386,612,,,,21
W6064CB008,6,5,6,1761,795,,,,23
W6064CB008,7,6,7,1805,820,,,,23
W6064CB008,8,7,8,1851,846,,,,23
W6064CB008,9,8,9,1941,895,,,,23
W6064CB008,10,9,10,2013,936,,,,23
W6064CB008,11,10,11,2042,955,,,,23
W6064CB008,12,11,12,2085,986,,,,23
W6064CB008,13,12,13,2130,1010,,,,23
W6064CB008,14,13,14,2183,1038,,,,23
W6064CB008,15,14,15,2375,1135,,,,23
W6064CB008,16,15,16,2406,1156,,,,24
W6064CB008,17,16,17,2465,1187,,,,24
W6064CB008,18,17,18,2558,1235,,,,24
W6064CB008,19,18,19,2514,1220,,,,24
W6064CB008,20,19,20,2558,1238,,,,24
W6064CB008,21,20,21,2516,1215,,,,24
W6064CB008,22,21,22,2473,1197,,,,24
W6064CB008,23,22,23,2444,1180,,,,24
W6064CB008,24,23,24,2467,1185,,,,24
W6064CB008,25,24,25,2364,1130,,,,23
W6064CB008,26,25,26,2364,1124,,,,23
W6064CB008,27,26,27,2346,1118,,,,23
W6064CB008,28,27,28,2323,1110,,,,23
W6064CB008,29,28,29,2312,1105,,,,23
W6064CB008,30,29,30,2352,1121,,,,23
W6064CB009,1,0,1,719,290,,,,18
W6064CB009,2,1,2,1164,485,,,,18
W6064CB009,3,2,3,1756,783,,,,23
W6064CB009,4,3,4,1802,816,,,,23
W6064CB009,5,4,5,1889,858,,,,23
W6064CB009,6,5,6,2046,935,,,,23
W6064CB009,7,6,7,2124,982,,,,23
W6064CB009,8,7,8,2178,1027,,,,23
W6073BH001,3,0,1.2,429,186,0.384,1764,632,1.8
W6073BH001,4,1.2,5,543,234,0.387,2621,948,1.7
W6073BH001,7,19,30,1697,916,0.294,43093,20568,2.4
W6073BH001,6,13,19,1310,675,0.32,25738,9748,2.1
W6073BH001,5,5,13,859,407,0.356,8698,3212,1.9
W6094BH002,1,0,4.7,452,179,0.407,1660,589,18
W6094BH002,2,4.7,10.6,393,168,0.388,1390,502,17.5
W6094BH002,3,10.6,15.6,629,279,0.377,3830,1390,17.5
W6094BH002,4,15.6,16.7,1196,558,0.361,18200,6670,21
W6094BH002,5,16.7,20,1410,672,0.353,28700,10600,23
W6094BH002,6,20,22,2460,1222,0.336,102000,38100,25
W6094BH004,7,19,21,2086,1044,0.333,74100,27800,25
W6094BH004,2,4.8,7.6,540,229,0.39,2610,939,17.5
W6094BH004,3,7.6,9.5,447,188,0.393,1750,628,17.5
W6094BH004,4,9.5,12.5,654,287,0.381,4060,147,17.5
W6094BH004,5,12.5,17,894,402,0.373,8620,3140,19
W6094BH004,6,17.4,19,1415,678,0.351,29200,10800,23
W6094BH004,1,0,4.8,453,180,0.406,1670,595,18
W6102BH003,10,8,9,426,178,0.395,58,0,18
W6102BH003,11,9,10,405,168,0.396,52,0,18
W6102BH003,12,10,11,354,143,0.402,35,0,17
W6102BH003,13,11,12,367,145,0.407,36,0,17
W6102BH003,14,12,13,393,148,0.417,38,0,17
W6102BH003,15,13,14,397,154,0.411,41,0,17
W6102BH003,16,14,15,495,198,0.405,72,0,18
W6102BH003,17,15,16,636,263,0.397,127,0,18
W6102BH003,18,16,17,1647,828,0.331,1608,0,23
W6102BH003,19,17,18,2488,1284,0.319,3867,0,23
W6102BH003,20,18,19,2257,1157,0.322,3417,0,25
W6102BH003,21,19,20,3185,1678,0.308,7182,0,25
W6102BH003,22,20,21,3344,1770,0.306,7991,0,25
W6102BH003,23,21,22,3704,1984,0.299,10043,0,25
W6102BH003,24,22,23,4032,2183,0.293,12161,0,25
W6102BH003,25,23,24,4115,2237,0.29,12767,0,25
W6102BH003,26,24,25,3922,2110,0.296,11354,0,25
W6102BH003,27,25,26,3521,1876,0.302,8980,0,25
W6102BH003,28,26,27,3968,2146,0.293,11747,0,25
W6102BH003,29,27,28,4149,2252,0.291,12940,0,25
W6102BH003,30,28,29,4274,2326,0.29,13797,0,25
W6102BH003,31,29,30,4329,2358,0.289,14190,0,25
W6102BH003,2,0,1,457,192,0.393,68,0,18
W6102BH003,3,1,2,532,228,0.388,95,0,18
W6102BH003,4,2,3,423,176,0.395,57,0,18
W6102BH003,5,3,4,371,151,0.401,40,0,17
W6102BH003,6,4,5,386,158,0.399,43,0,17
W6102BH003,7,5,6,448,188,0.393,65,0,18
W6102BH003,8,6,7,444,186,0.394,64,0,18
W6102BH003,9,7,8,437,183,0.394,61,0,18
W6104BH001,8,6,7,772,348,0.373,235,0,19
W6104BH001,7,5,6,505,215,0.39,90,0,19
W6104BH001,10,7,8,1047,498,0.354,480,0,19
W6104BH001,11,8,9,1086,524,0.348,588,0,21
W6104BH001,12,9,10,1131,548,0.347,643,0,21
W6104BH001,13,10,11,1319,660,0.333,1021,0,23
W6104BH001,14,11,12,1412,712,0.33,1189,0,23
W6104BH001,15,12,13,2123,1098,0.318,2828,0,23
W6104BH001,16,13,14,2336,1217,0.314,3473,0,23
W6104BH001,17,14,15,1942,996,0.321,2328,0,23
W6104BH001,18,15,16,1808,923,0.324,1997,0,23
W6104BH001,19,16,17,1916,981,0.322,2260,0,23
W6104BH001,20,17,18,2551,1339,0.31,4206,0,23
W6104BH001,21,18,19,2404,1253,0.313,3685,0,23
W6104BH001,22,19,20,2262,1175,0.315,3241,0,23
W6104BH001,23,20,21,2160,1116,0.318,2923,0,23
W6104BH001,24,21,22,2024,1043,0.319,2552,0,23
W6104BH001,25,22,23,1866,954,0.323,2137,0,23
W6104BH001,26,23,24,2551,1337,0.311,4559,0,25
W6104BH001,27,24,25,3040,1623,0.3,6723,0,25
W6104BH001,28,25,26,3165,1701,0.297,7378,0,25
W6104BH001,29,26,27,3236,1745,0.295,7770,0,25
W6104BH001,30,27,28,3322,1792,0.295,8193,0,25
W6104BH001,31,28,29,3460,1876,0.292,8980,0,25
W6104BH001,2,0,1,371,152,0.399,41,0,17.5
W6104BH001,3,1,2,394,163,0.397,47,0,17.5
W6104BH001,4,2,3,375,154,0.399,46,0,19
W6104BH001,5,3,4,405,168,0.396,55,0,19
W6104BH001,6,4,5,457,192,0.393,71,0,19
W6104BH001,9,29,30,3425,1852,0.293,8748,0,25
W6105BH005,30,29,30,3415,2062,0.213,10632000,25794000,
W6105BH005,29,28,29,3321,2003,0.214,10033000,24360000,
W6105BH005,2,1,2,480,242,0.329,112000,297000,
W6105BH005,3,2,3,551,280,0.326,141000,374000,
W6105BH005,4,3,4,663,345,0.315,214000,562000,
W6105BH005,5,4,5,785,430,0.285,426000,1095000,
W6105BH005,6,5,6,890,492,0.28,557000,1425000,
W6105BH005,7,6,7,900,501,0.275,578000,1474000,
W6105BH005,8,7,8,950,533,0.27,654000,1661000,
W6105BH005,9,8,9,1150,663,0.251,1099000,2750000,
W6105BH005,10,9,10,1351,780,0.25,1521000,3803000,
W6105BH005,11,10,11,1400,810,0.248,1642000,4098000,
W6105BH005,12,11,12,1521,889,0.241,1974000,4898000,
W6105BH005,13,12,13,1611,948,0.235,2248000,5552000,
W6105BH005,14,13,14,1751,1032,0.234,2662000,6569000,
W6105BH005,15,14,15,1821,1077,0.231,2900000,7140000,
W6105BH005,16,15,16,1999,1182,0.231,3495000,8604000,
W6105BH005,17,16,17,2051,1213,0.231,3679000,9057000,
W6105BH005,18,17,18,2180,1291,0.23,4166000,10249000,
W6105BH005,19,18,19,2260,1340,0.229,4488000,11032000,
W6105BH005,20,19,20,2370,1407,0.228,4948000,12151000,
W6105BH005,21,20,21,2481,1476,0.226,5448000,13357000,
W6105BH005,22,21,22,2600,1549,0.225,5997000,14692000,
W6105BH005,23,22,23,2751,1639,0.225,6714000,16448000,
W6105BH005,24,23,24,2785,1661,0.224,6897000,16883000,
W6105BH005,25,24,25,2821,1682,0.224,7076000,17322000,
W6105BH005,26,25,26,2932,1757,0.22,7715000,18824000,
W6105BH005,27,26,27,3021,1814,0.218,8228000,20043000,
W6105BH005,28,27,28,3121,1881,0.215,8841000,21484000,
W6105BH005,1,0,1,421,211,0.332,85000,226000,
W6106BH001,2,1,2.8,610,255,0.394,116000,323000,1.75
W6106BH001,3,2.8,3.5,633,271,0.387,135000,376000,1.8
W6106BH001,7,8.2,17,2492,1313,0.308,4220000,11100000,2.4
W6106BH001,5,4.2,6.2,1496,735,0.341,1160000,3110000,2.1
W6106BH001,6,6.2,8.2,2176,1112,0.323,2910000,7700000,2.3
W6106BH001,4,3.5,4.2,672,288,0.387,157000,435000,1.85
W6107BH001,2,0,2.5,630,273,0.385,137000,379000,1.8
W6107BH001,3,2.5,3.5,573,243,0.39,108000,301000,1.8
W6107BH001,6,24,30,1401,678,0.347,987000,2660000,2.1
W6107BH001,5,11.6,24,933,427,0.367,357000,977000,1.9
W6107BH001,4,3.5,11.6,684,296,0.385,166000,460000,1.85
W6113BH006,4,15,18,1086,502,0.364,14700,5390,21
W6113BH006,5,18,27,1532,731,0.353,33900,12500,23
W6113BH006,6,27,30,2478,1219,0.34,102000,37900,25
W6113BH004,1,0,2.6,516,202,0.41,2100,746,1.8
W6113BH004,6,13.2,30,1585,766,0.348,37100,13800,2.3
W6113BH004,3,12,13.2,1106,513,0.363,15400,5640,2.1
W6113BH006,3,13.5,15,762,342,0.374,6220,2270,19
W6113BH006,2,10,13.5,567,243,0.387,2930,1060,17.5
W6113BH006,1,0,10,495,200,0.402,2060,733,18
W6113BH004,2,2.6,12,888,401,0.372,8540,3110,1.9
W6116CB002,5,5.5,17.5,1271,631,0.337,9626,25696,2345.54
W6116CB002,6,17.5,20.5,1570,799,0.325,16621,44051,2549.5
W6116CB002,7,20.5,30,1658,841,0.327,16927,44867,2345.54
W6116CB002,1,0,1.5,479,184,0.414,597,1692,1733.66
W6116CB002,4,4,5.5,1022,490,0.351,5241,14174,2039.6
W6116CB002,3,2,4,762,331,0.384,2222,6138,1937.62
W6116CB002,2,1.5,2,498,198,0.406,734,2070,1835.64
W6117BH009,15,18.5,19,3351,1260,0.42,3808347,10798112,2.4
W6117BH009,6,5,6,1025,477,0.36,432516,1177856,1.9
W6117BH009,7,6,7,1314,628,0.35,750380,2028740,1.9
W6117BH009,14,18,18.5,3289,1218,0.42,3558468,10110083,2.4
W6117BH009,13,16,18,3194,1157,0.42,3212257,9151693,2.4
W6117BH009,12,14,16,3032,1048,0.43,2638425,7556808,2.4
W6117BH004,5,4,5,3028,1055,0.44,2673354,7650370,2.4
W6117BH009,10,10,12,2647,790,0.45,1185001,3439238,1.9
W6117BH009,9,8,10,2222,719,0.44,983393,2835024,1.9
W6117BH009,8,7,8,1369,680,0.34,879272,2349554,1.9
W6117BH009,5,4,56,867,390,0.37,289282,794462,1.9
W6117BH009,4,3,4,694,300,0.38,170958,473553,1.9
W6117BH009,3,2,3,638,274,0.39,143008,396610,1.9
W6117BH009,2,1,2,503,202,0.4,69067,193998,1.7
W6117BH004,11,10,30,3541,1401,0.41,4713960,13266238,2.4
W6117BH004,10,9,10,3541,1401,0.41,4709577,13255042,2.4
W6117BH004,9,8,9,3514,1385,0.41,4603316,12963465,2.4
W6117BH004,8,7,8,3502,1379,0.41,4566030,12859504,2.4
W6117BH004,7,6,7,3470,1361,0.41,4442641,12521093,2.4
W6117BH004,6,5,6,3409,1320,0.43,4182629,11809761,2.4
W6117BH009,11,12,14,2705,824,0.45,1359009,3937877,2
W6117BH004,4,3,4,2910,976,0.47,2284381,6563888,2.4
W6117BH004,3,2,3,1149,283,0.4,160276,470464,2
W6117BH004,2,1,2,475,192,0.4,66632,186839,1.8
W6117BH001,19,24,26,2827,851,0.45,1449727,4204600,2
W6117BH001,2,1,2,560,234,0.39,98149,273820,1.8
W6117BH001,3,2,3,564,236,0.39,94786,264188,1.7
W6117BH001,4,3,4,614,270,0.38,138414,382041,1.9
W6117BH001,6,4,5,733,330,0.37,206612,567367,1.9
W6117BH001,7,6,7,1199,466,0.41,361526,983859,1.9
W6117BH001,8,7,8,2244,507,0.47,412266,1163512,1.9
W6117BH001,9,8,10,2311,550,0.47,487991,1437751,1.9
W6117BH001,10,10,12,2358,575,0.47,575187,1691011,1.9
W6117BH001,11,12,14,2392,592,0.47,628468,1845644,1.9
W6117BH001,12,14,16,2509,666,0.46,665250,1952401,2
W6117BH001,13,16,18,2594,718,0.46,887417,2594960,2
W6117BH001,14,18,20,2632,737,0.46,1031441,3008705,2
W6117BH001,15,20,22,2656,746,0.46,1087310,3169348,2
W6117BH001,16,22,24,2757,810,0.45,1113846,3246058,2
W6117BH001,18,5,6,934,436,0.36,1311286,3810076,2
W6119BH001,7,7.5,30,1350,671,0.336,2610000,0,2.1
W6119BH001,6,6.8,7.5,830,373,0.373,742000,0,1.9
W6119BH001,5,5.7,6.8,547,233,0.389,277000,0,1.9
W6119BH001,4,4.2,5.7,507,218,0.386,243000,0,1.8
W6119BH001,3,1,4.2,570,248,0.383,313000,0,1.8
W6129BH001,1,0.8,5.5,655,285,0.384,153000,425000,1.85
W6129BH001,2,5.5,11,916,390,0.369,309000,844000,1.9
W6129BH001,3,11,21,1450,715,0.339,1100000,2960000,2.1
W6129BH001,4,21,30,2411,1265,0.31,3770000,9880000,2.3
W6129BH002,1,0,2,576,247,0.387,112000,311000,1.8
W6129BH002,2,2,8.6,559,258,0.386,129000,358000,1.85
W6129BH002,3,8.6,11,686,312,0.37,190000,519000,1.9
W6129BH002,4,11,11.3,1378,660,0.351,934000,2520000,2.1
W6129BH002,5,11.3,16,2186,1120,0.322,2980000,7880000,2.3
W6129BH002,6,16,30,2841,1537,0.293,6040000,15600000,2.5
W6129BH003,1,0,1.4,521,224,0.387,94700,263000,1.85
W6129BH003,2,1.4,5.5,655,284,0.385,153000,423000,1.85
W6129BH004,5,17,25,2233,1142,0.323,3070000,8110000,2.3
W6129BH004,6,25,30,2836,1521,0.298,5450000,14100000,2.3
W6129BH005,1,0.8,5.9,678,294,0.385,163000,453000,1.85
W6129BH005,2,5.9,18,906,417,0.366,346000,945000,1.9
W6129BH005,3,18,30,1446,716,0.338,1100000,2940000,2.1
W6129BH006,1,0,2.5,579,249,0.386,117000,325000,1.85
W6129BH006,2,2.5,9,811,373,0.367,287000,785000,1.9
W6129BH006,3,9,13.3,1531,752,0.341,1210000,3250000,2.1
W6129BH006,4,13.3,16,2346,1481,0.169,5590000,13100000,2.5
W6129BH006,5,16,19,2712,1367,0.328,4390000,11600000,2.3
W6129BH006,6,19,22,2787,1561,0.271,6220000,15800000,2.5
W6129BH006,7,22,25,2591,1264,0.344,3750000,10100000,2.3
W6129BH006,8,25,30,2807,1508,0.296,5800000,15000000,2.5
W6129BH007,1,0,3.5,588,243,0.397,109000,305000,1.8
W6129BH007,2,3.5,4.5,562,231,0.399,100000,281000,1.85
W6129BH007,3,4.5,8,541,224,0.396,89700,251000,1.75
W6129BH007,4,8,10.4,622,264,0.39,128000,357000,1.8
W6129BH007,5,10.4,16,903,417,0.365,345000,942000,1.9
W6129BH007,6,16,26.2,1503,735,0.343,1160000,3120000,2.1
W6129BH007,7,26.2,30,2779,1481,0.302,5620000,14600000,2.5
W6129BH008,1,0,4.8,608,251,0.397,117000,326000,1.8
W6129BH008,2,4.8,8.4,701,305,0.383,176000,487000,1.85
W6129BH008,3,8.4,12,992,461,0.362,417000,1140000,1.9
W6129BH008,4,12,30,2279,1184,0.315,3310000,8710000,2.3
W6129BH009,1,0,3.4,625,258,0.397,123000,343000,1.8
W6129BH009,2,3.4,9.5,686,297,0.385,168000,465000,1.85
W6129BH009,3,9.5,12,905,423,0.36,350000,952000,1.9
W6129BH009,4,12,13.5,1484,726,0.342,1130000,3030000,2.1
W6129BH009,5,13.5,21,2252,1151,0.323,3120000,8250000,2.3
W6129BH009,6,21,30,2875,1548,0.296,6120000,15900000,2.5
W6129BH010,1,0,4.8,566,241,0.39,111000,308000,1.85
W6129BH010,2,4.8,8.7,1460,715,0.342,1100000,2940000,2.1
W6129BH010,3,8.7,10,2195,1125,0.322,2970000,7850000,2.3
