idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year
25-07702,T,SN,ML,1004-100,SB007,"377052401",SB25,"13",1000-400-1,1004-200-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",60.120,29.48,29.30,27.45,27.25,1.58,1.60,1.59,3.33,"999",,N,,,Ø450,1004-100/Ø450,Ø450/L60.12,Ø450/L60.12/D1.58/D1.60,2021/Ø450/L60.12,2021/HP/Ø450/L60.12/D27.45/D27.25/S3.33,2021/HP/Ø450/L60.12/D1.58/D1.60,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-07300,T,SN,ML,1019-300,SB007,"377052401",SB25,"13",1019-300-1,0020-200-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",41.130,28.23,27.70,26.13,25.20,1.50,1.90,1.70,22.61,"999",N,N,,,Ø600,1019-300/Ø600,Ø600/L41.13,Ø600/L41.13/D1.50/D1.90,2021/Ø600/L41.13,2021/HP/Ø600/L41.13/D26.13/D25.20/S22.61,2021/HP/Ø600/L41.13/D1.50/D1.90,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-07299,T,SN,ML,1019-200,SB007,"377052401",SB25,"13",1019-200-1,1019-300-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",39.340,27.94,28.23,25.88,26.07,1.46,1.56,1.51,-4.83,"999",,N,,,Ø600,1019-200/Ø600,Ø600/L39.34,Ø600/L39.34/D1.46/D1.56,2021/Ø600/L39.34,2021/HP/Ø600/L39.34/D25.88/D26.07/S-4.83,2021/HP/Ø600/L39.34/D1.46/D1.56,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07296,T,SN,ML,1019-100,SB007,"377052401",SB25,"13",1005-300-1,1019-200-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",47.900,28.70,27.94,26.65,25.89,1.45,1.45,1.45,15.87,"999",,N,,,Ø600,1019-100/Ø600,Ø600/L47.90,Ø600/L47.90/D1.45/D1.45,2021/Ø600/L47.90,2021/HP/Ø600/L47.90/D26.65/D25.89/S15.87,2021/HP/Ø600/L47.90/D1.45/D1.45,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07287,T,SN,ML,6017-300,SB010,"377052401",SB25,"13",6017-300-1,5034-400-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",37.090,28.23,27.77,26.70,26.24,1.23,1.23,1.23,12.40,"999",,N,,,Ø300,6017-300/Ø300,Ø300/L37.09,Ø300/L37.09/D1.23/D1.23,2021/Ø300/L37.09,2021/HP/Ø300/L37.09/D26.70/D26.24/S12.40,2021/HP/Ø300/L37.09/D1.23/D1.23,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07286,T,SN,ML,6017-200,SB010,"377052401",SB25,"13",6017-200-1,6017-300-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",38.200,28.32,28.23,26.71,26.73,1.31,1.20,1.25,-0.52,"999",,N,,,Ø300,6017-200/Ø300,Ø300/L38.20,Ø300/L38.20/D1.31/D1.20,2021/Ø300/L38.20,2021/HP/Ø300/L38.20/D26.71/D26.73/S-0.52,2021/HP/Ø300/L38.20/D1.31/D1.20,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07285,T,SN,ML,6017-100,SB010,"377052401",SB25,"13",6017-100-1,6017-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",49.330,28.73,28.32,27.13,26.69,1.30,1.33,1.31,8.92,"999",,N,,,Ø300,6017-100/Ø300,Ø300/L49.33,Ø300/L49.33/D1.30/D1.33,2021/Ø300/L49.33,2021/HP/Ø300/L49.33/D27.13/D26.69/S8.92,2021/HP/Ø300/L49.33/D1.30/D1.33,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07564,T,SN,ML,1002-200,SB007,"377052402",SB25,"13",1002-200-1,1011-100-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",61.460,30.38,30.49,28.33,28.30,1.60,1.74,1.67,0.49,"999",,N,,,Ø450,1002-200/Ø450,Ø450/L61.46,Ø450/L61.46/D1.60/D1.74,2021/Ø450/L61.46,2021/HP/Ø450/L61.46/D28.33/D28.30/S0.49,2021/HP/Ø450/L61.46/D1.60/D1.74,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07601,T,SN,ML,6009-100,SB010,"377052402",SB25,"13",6009-100-1,6009-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",35.270,29.15,30.02,27.41,28.34,1.44,1.38,1.41,-26.37,"999",,N,,,Ø300,6009-100/Ø300,Ø300/L35.27,Ø300/L35.27/D1.44/D1.38,2021/Ø300/L35.27,2021/HP/Ø300/L35.27/D27.41/D28.34/S-26.37,2021/HP/Ø300/L35.27/D1.44/D1.38,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-07600,T,SN,ML,6002-200,SB010,"377052402",SB25,"13",6002-200-1,6009-100-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",69.410,30.45,29.15,28.83,27.45,1.32,1.40,1.36,19.88,"999",,N,,,Ø300,6002-200/Ø300,Ø300/L69.41,Ø300/L69.41/D1.32/D1.40,2021/Ø300/L69.41,2021/HP/Ø300/L69.41/D28.83/D27.45/S19.88,2021/HP/Ø300/L69.41/D1.32/D1.40,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07599,T,SN,ML,6002-100,SB010,"377052402",SB25,"13",6002-100-1,6002-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",45.230,30.64,30.45,28.77,28.85,1.57,1.30,1.44,-1.77,"999",,N,,,Ø300,6002-100/Ø300,Ø300/L45.23,Ø300/L45.23/D1.57/D1.30,2021/Ø300/L45.23,2021/HP/Ø300/L45.23/D28.77/D28.85/S-1.77,2021/HP/Ø300/L45.23/D1.57/D1.30,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07582,T,SN,ML,1011-100,SB007,"377052402",SB25,"13",1011-200-1,1011-100-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",57.210,27.62,30.49,25.37,28.34,1.80,1.70,1.75,-51.91,"999",,N,,,Ø450,1011-100/Ø450,Ø450/L57.21,Ø450/L57.21/D1.80/D1.70,2021/Ø450/L57.21,2021/HP/Ø450/L57.21/D25.37/D28.34/S-51.91,2021/HP/Ø450/L57.21/D1.80/D1.70,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07549,T,SN,ML,6009-200,SB010,"377052401",SB25,"13",6009-200-1,6009-300-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",37.030,30.02,29.66,28.34,27.94,1.38,1.42,1.40,10.80,"999",,N,,,Ø300,6009-200/Ø300,Ø300/L37.03,Ø300/L37.03/D1.38/D1.42,2021/Ø300/L37.03,2021/HP/Ø300/L37.03/D28.34/D27.94/S10.80,2021/HP/Ø300/L37.03/D1.38/D1.42,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-07557,T,SN,ML,6006-100,SB010,"377052401",SB25,"13",6019-101-1,6006-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",61.550,30.59,30.12,28.59,28.42,1.70,1.40,1.55,2.76,"999",,N,,,Ø300,6006-100/Ø300,Ø300/L61.55,Ø300/L61.55/D1.70/D1.40,2021/Ø300/L61.55,2021/HP/Ø300/L61.55/D28.59/D28.42/S2.76,2021/HP/Ø300/L61.55/D1.70/D1.40,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07553,T,SN,ML,1012-100,SB007,"377052401",SB25,"13",1012-100-1,1012-200-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",59.190,30.35,30.62,28.25,27.97,1.65,2.20,1.93,4.73,"999",,N,,,Ø450,1012-100/Ø450,Ø450/L59.19,Ø450/L59.19/D1.65/D2.20,2021/Ø450/L59.19,2021/HP/Ø450/L59.19/D28.25/D27.97/S4.73,2021/HP/Ø450/L59.19/D1.65/D2.20,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07663,T,SN,ML,1013-200,SB007,"377052401",SB25,"13",1013-200-1,1015-400-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",40.080,29.29,29.62,26.79,26.77,2.05,2.40,2.22,0.50,"999",,N,,,Ø450,1013-200/Ø450,Ø450/L40.08,Ø450/L40.08/D2.05/D2.40,2021/Ø450/L40.08,2021/HP/Ø450/L40.08/D26.79/D26.77/S0.50,2021/HP/Ø450/L40.08/D2.05/D2.40,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-07637,T,SN,ML,6008-200,SB010,"377052401",SB25,"13",6008-200-1,6019-200-1,"002","012","001",2021/12/31,"0","300",0.00,0.00,"1",59.430,29.41,29.16,28.04,27.60,1.07,1.26,1.17,7.40,"999",,N,,,Ø300,6008-200/Ø300,Ø300/L59.43,Ø300/L59.43/D1.07/D1.26,2021/Ø300/L59.43,2021/HP/Ø300/L59.43/D28.04/D27.60/S7.40,2021/HP/Ø300/L59.43/D1.07/D1.26,"71",Y,,,"1988","2021","0","001","001",0.00,"2","02","01",D,Y,,"001",,"2021"
25-10577,T,SN,KDT,0266-113,SB007,"377052319",SB25,"13",0266-113-1,0266-114-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",51.360,20.89,20.37,19.77,18.98,0.67,0.94,0.80,15.38,"999",,N,,,Ø450,0266-113/Ø450,Ø450/L51.36,Ø450/L51.36/D0.67/D0.94,2020/Ø450/L51.36,2020/HP/Ø450/L51.36/D19.77/D18.98/S15.38,2020/HP/Ø450/L51.36/D0.67/D0.94,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10578,T,SN,KDT,0266-110,SB007,"377052319",SB25,"13",0266-110-1,0266-111-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",38.640,21.69,24.50,20.53,23.02,0.71,1.03,0.87,-64.44,"999",,N,,,Ø450,0266-110/Ø450,Ø450/L38.64,Ø450/L38.64/D0.71/D1.03,2021/Ø450/L38.64,2021/HP/Ø450/L38.64/D20.53/D23.02/S-64.44,2021/HP/Ø450/L38.64/D0.71/D1.03,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,Y,,"001",,"2021"
25-09592,T,SN,KDT,0006-951,SB007,"377052320",SB25,"13",0006-951-1,0006-952-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",40.940,23.09,22.34,21.84,21.09,0.80,0.80,0.80,18.32,"999",,N,,,Ø450,0006-951/Ø450,Ø450/L40.94,Ø450/L40.94/D0.80/D0.80,2020/Ø450/L40.94,2020/HP/Ø450/L40.94/D21.84/D21.09/S18.32,2020/HP/Ø450/L40.94/D0.80/D0.80,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-11011,T,SN,KDT,0006-961,SB007,"377052320",SB25,"13",0007-106-1,0006-962-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",47.800,22.85,22.21,21.70,20.96,0.70,0.80,0.75,15.48,"999",,N,,,Ø450,0006-961/Ø450,Ø450/L47.80,Ø450/L47.80/D0.70/D0.80,2020/Ø450/L47.80,2020/HP/Ø450/L47.80/D21.70/D20.96/S15.48,2020/HP/Ø450/L47.80/D0.70/D0.80,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10911,T,SN,KDT,0007-105,SB007,"377052320",SB25,"13",0007-105-1,0007-106-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",45.990,23.24,22.85,22.27,21.70,0.52,0.70,0.61,12.39,"999",,N,,,Ø450,0007-105/Ø450,Ø450/L45.99,Ø450/L45.99/D0.52/D0.70,2020/Ø450/L45.99,2020/HP/Ø450/L45.99/D22.27/D21.70/S12.39,2020/HP/Ø450/L45.99/D0.52/D0.70,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10912,T,SN,KDT,0007-103,SB007,"377052320",SB25,"13",0007-103-1,0007-104-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",46.230,23.30,23.09,22.30,21.79,0.55,0.85,0.70,11.03,"999",,N,,,Ø450,0007-103/Ø450,Ø450/L46.23,Ø450/L46.23/D0.55/D0.85,2020/Ø450/L46.23,2020/HP/Ø450/L46.23/D22.30/D21.79/S11.03,2020/HP/Ø450/L46.23/D0.55/D0.85,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10909,T,SN,KDT,0007-106,SB007,"377052320",SB25,"13",0007-106-1,0007-109-1,"001","012","001",2020/12/31,"0","600",0.00,0.00,"1",31.410,22.85,22.41,21.59,20.88,0.66,0.93,0.80,22.60,"999",,N,,,Ø600,0007-106/Ø600,Ø600/L31.41,Ø600/L31.41/D0.66/D0.93,2020/Ø600/L31.41,2020/HP/Ø600/L31.41/D21.59/D20.88/S22.60,2020/HP/Ø600/L31.41/D0.66/D0.93,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10907,T,SN,KDT,0007-104,SB007,"377052320",SB25,"13",0007-104-1,0007-106-1,"001","012","001",2020/12/31,"0","600",0.00,0.00,"1",30.030,23.09,22.85,21.74,21.59,0.75,0.66,0.71,5.00,"999",,N,,,Ø600,0007-104/Ø600,Ø600/L30.03,Ø600/L30.03/D0.75/D0.66,2020/Ø600/L30.03,2020/HP/Ø600/L30.03/D21.74/D21.59/S5.00,2020/HP/Ø600/L30.03/D0.75/D0.66,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-09603,T,SN,KDT,0007-102,SB007,"377052320",SB25,"13",0007-102-1,0007-104-1,"001","012","001",2020/12/31,"0","600",0.00,0.00,"1",23.870,23.25,23.09,22.05,21.76,0.60,0.73,0.67,12.15,"999",,N,,,Ø600,0007-102/Ø600,Ø600/L23.87,Ø600/L23.87/D0.60/D0.73,2020/Ø600/L23.87,2020/HP/Ø600/L23.87/D22.05/D21.76/S12.15,2020/HP/Ø600/L23.87/D0.60/D0.73,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-09598,T,SN,KDT,0266-106,SB007,"377052320",SB25,"13",0266-106-1,0266-108-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",50.230,22.13,21.96,20.81,20.24,0.72,1.12,0.92,11.35,"999",,N,,,Ø600,0266-106/Ø600,Ø600/L50.23,Ø600/L50.23/D0.72/D1.12,2021/Ø600/L50.23,2021/HP/Ø600/L50.23/D20.81/D20.24/S11.35,2021/HP/Ø600/L50.23/D0.72/D1.12,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",D,N,,"001",,"2021"
25-12487,T,SN,KDT,0266-105,SB007,"377052320",SB25,"13",0006-909-1,0266-106-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",33.200,22.63,22.13,21.33,20.83,0.70,0.70,0.70,15.06,"999",,N,,,Ø600,0266-105/Ø600,Ø600/L33.20,Ø600/L33.20/D0.70/D0.70,2021/Ø600/L33.20,2021/HP/Ø600/L33.20/D21.33/D20.83/S15.06,2021/HP/Ø600/L33.20/D0.70/D0.70,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",D,N,,"001",,"2021"
25-12477,T,SN,KDT,0006-908,SB007,"377052320",SB25,"13",0006-908-1,0006-909-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",52.140,23.04,22.63,21.48,21.23,0.96,0.80,0.88,4.79,"999",,N,,,Ø600,0006-908/Ø600,Ø600/L52.14,Ø600/L52.14/D0.96/D0.80,2021/Ø600/L52.14,2021/HP/Ø600/L52.14/D21.48/D21.23/S4.79,2021/HP/Ø600/L52.14/D0.96/D0.80,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-12498,T,SN,KDT,0006-907,SB007,"377052320",SB25,"13",0006-404-1,0006-908-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",48.100,23.91,23.04,22.46,21.47,0.85,0.97,0.91,20.58,"999",,N,,,Ø600,0006-907/Ø600,Ø600/L48.10,Ø600/L48.10/D0.85/D0.97,2021/Ø600/L48.10,2021/HP/Ø600/L48.10/D22.46/D21.47/S20.58,2021/HP/Ø600/L48.10/D0.85/D0.97,"71",Y,,,"1900","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-12503,T,SN,KDT,0006-602,SB007,"377052320",SB25,"13",0006-602-1,0006-600-00,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",4.810,23.07,22.93,21.56,21.38,1.06,1.10,1.08,37.42,"999",,N,,,Ø450,0006-602/Ø450,Ø450/L4.81,Ø450/L4.81/D1.06/D1.10,2021/Ø450/L4.81,2021/HP/Ø450/L4.81/D21.56/D21.38/S37.42,2021/HP/Ø450/L4.81/D1.06/D1.10,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",D,N,,"001",,"2021"
25-12497,T,SN,KDT,0006-601,SB007,"377052320",SB25,"13",0006-601-1,0006-602-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",47.210,22.97,23.07,21.72,21.59,0.80,1.03,0.92,2.75,"999",,N,,,Ø450,0006-601/Ø450,Ø450/L47.21,Ø450/L47.21/D0.80/D1.03,2021/Ø450/L47.21,2021/HP/Ø450/L47.21/D21.72/D21.59/S2.75,2021/HP/Ø450/L47.21/D0.80/D1.03,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-12518,T,SN,KDT,0006-501,SB007,"377052320",SB25,"13",0006-803-01,0006-500-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",48.100,23.72,23.03,22.57,22.03,0.70,0.55,0.63,11.23,"999",,N,,,Ø450,0006-501/Ø450,Ø450/L48.10,Ø450/L48.10/D0.70/D0.55,2021/Ø450/L48.10,2021/HP/Ø450/L48.10/D22.57/D22.03/S11.23,2021/HP/Ø450/L48.10/D0.70/D0.55,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10935,T,SN,KDT,0010-406,SB007,"377052319",SB25,"13",0001-401-1,0010-407-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",31.820,23.92,24.00,22.79,22.80,0.68,0.75,0.72,-0.31,"999",,N,,,Ø450,0010-406/Ø450,Ø450/L31.82,Ø450/L31.82/D0.68/D0.75,2021/Ø450/L31.82,2021/HP/Ø450/L31.82/D22.79/D22.80/S-0.31,2021/HP/Ø450/L31.82/D0.68/D0.75,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10932,T,SN,KDT,0001-401,SB007,"377052319",SB25,"13",0001-401-1,0001-400-1,"001","012","001",2021/12/31,"0","450",0.00,0.00,"1",50.470,23.92,23.82,22.77,22.57,0.70,0.80,0.75,3.96,"999",,N,,,Ø450,0001-401/Ø450,Ø450/L50.47,Ø450/L50.47/D0.70/D0.80,2021/Ø450/L50.47,2021/HP/Ø450/L50.47/D22.77/D22.57/S3.96,2021/HP/Ø450/L50.47/D0.70/D0.80,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10947,T,SN,KDT,0003-102,SB007,"377052319",SB25,"13",0003-102-1,0003-100-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",52.360,22.74,22.38,21.24,20.28,0.90,1.50,1.20,18.33,"999",,N,,,Ø600,0003-102/Ø600,Ø600/L52.36,Ø600/L52.36/D0.90/D1.50,2021/Ø600/L52.36,2021/HP/Ø600/L52.36/D21.24/D20.28/S18.33,2021/HP/Ø600/L52.36/D0.90/D1.50,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10946,T,SN,KDT,0003-103,SB007,"377052319",SB25,"13",0002-101-1,0003-102-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",63.200,23.43,22.74,22.03,21.30,0.80,0.84,0.82,11.55,"999",,N,,,Ø600,0003-103/Ø600,Ø600/L63.20,Ø600/L63.20/D0.80/D0.84,2021/Ø600/L63.20,2021/HP/Ø600/L63.20/D22.03/D21.30/S11.55,2021/HP/Ø600/L63.20/D0.80/D0.84,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10958,T,SN,KDT,0002-301,SB007,"377052319",SB25,"13",0002-301-1,0002-300-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",41.380,22.69,22.47,21.49,21.10,0.75,0.92,0.83,9.42,"999",,N,,,Ø450,0002-301/Ø450,Ø450/L41.38,Ø450/L41.38/D0.75/D0.92,2020/Ø450/L41.38,2020/HP/Ø450/L41.38/D21.49/D21.10/S9.42,2020/HP/Ø450/L41.38/D0.75/D0.92,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10956,T,SN,KDT,0002-400,SB007,"377052319",SB25,"13",0002-400-1,0005-200-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",22.060,22.66,22.10,21.06,20.33,1.00,1.17,1.09,33.09,"999",,N,,,Ø600,0002-400/Ø600,Ø600/L22.06,Ø600/L22.06/D1.00/D1.17,2021/Ø600/L22.06,2021/HP/Ø600/L22.06/D21.06/D20.33/S33.09,2021/HP/Ø600/L22.06/D1.00/D1.17,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10955,T,SN,KDT,0002-300,SB007,"377052319",SB25,"13",0002-300-1,0002-400-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",32.550,22.47,22.66,21.04,21.08,0.83,0.98,0.91,-1.23,"999",,N,,,Ø600,0002-300/Ø600,Ø600/L32.55,Ø600/L32.55/D0.83/D0.98,2021/Ø600/L32.55,2021/HP/Ø600/L32.55/D21.04/D21.08/S-1.23,2021/HP/Ø600/L32.55/D0.83/D0.98,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10954,T,SN,KDT,0002-200,SB007,"377052319",SB25,"13",0002-200-1,0002-300-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",31.110,22.78,22.47,21.30,20.95,0.88,0.92,0.90,11.25,"999",,N,,,Ø600,0002-200/Ø600,Ø600/L31.11,Ø600/L31.11/D0.88/D0.92,2021/Ø600/L31.11,2021/HP/Ø600/L31.11/D21.30/D20.95/S11.25,2021/HP/Ø600/L31.11/D0.88/D0.92,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-10952,T,SN,KDT,0002-100,SB007,"377052319",SB25,"13",0002-100-1,0002-200-1,"001","012","001",2021/12/31,"0","600",0.00,0.00,"1",32.160,23.28,22.78,21.72,21.33,0.96,0.85,0.91,12.13,"999",,N,,,Ø600,0002-100/Ø600,Ø600/L32.16,Ø600/L32.16/D0.96/D0.85,2021/Ø600/L32.16,2021/HP/Ø600/L32.16/D21.72/D21.33/S12.13,2021/HP/Ø600/L32.16/D0.96/D0.85,"71",Y,,,"1980","2021","0","001","001",0.00,"2","02","01",C,N,,"001",,"2021"
25-11046,T,SN,KDT,0010-504,SB007,"377052319",SB25,"13",0010-504-1,0010-506-1,"001","012","001",2020/12/31,"0","600",0.00,0.00,"1",57.660,22.69,21.50,21.27,20.10,0.82,0.80,0.81,20.29,"999",,N,,,Ø600,0010-504/Ø600,Ø600/L57.66,Ø600/L57.66/D0.82/D0.80,2020/Ø600/L57.66,2020/HP/Ø600/L57.66/D21.27/D20.10/S20.29,2020/HP/Ø600/L57.66/D0.82/D0.80,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",A,N,,"001",,"2020"
25-10977,T,SN,KDT,0071-101,SB007,"377052319",SB25,"13",0000-098-1,0071-100-1,"001","012","001",2020/12/31,"0","1000",0.00,0.00,"1",23.110,19.88,19.74,17.84,17.87,1.04,0.87,0.96,-1.30,"999",,N,,,Ø1000,0071-101/Ø1000,Ø1000/L23.11,Ø1000/L23.11/D1.04/D0.87,2020/Ø1000/L23.11,2020/HP/Ø1000/L23.11/D17.84/D17.87/S-1.30,2020/HP/Ø1000/L23.11/D1.04/D0.87,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",D,N,,"001",,"2020"
25-10923,T,SN,KDT,0004-802,SB007,"377052320",SB25,"13",0004-602-1,0004-803-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",65.520,23.61,23.12,22.30,21.87,0.86,0.80,0.83,6.56,"999",,N,,,Ø450,0004-802/Ø450,Ø450/L65.52,Ø450/L65.52/D0.86/D0.80,2020/Ø450/L65.52,2020/HP/Ø450/L65.52/D22.30/D21.87/S6.56,2020/HP/Ø450/L65.52/D0.86/D0.80,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-10926,T,SN,KDT,0004-601,SB007,"377052320",SB25,"13",0004-601-1,0004-602-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",21.640,23.73,23.61,22.63,22.34,0.65,0.82,0.73,13.40,"999",,N,,,Ø450,0004-601/Ø450,Ø450/L21.64,Ø450/L21.64/D0.65/D0.82,2020/Ø450/L21.64,2020/HP/Ø450/L21.64/D22.63/D22.34/S13.40,2020/HP/Ø450/L21.64/D0.65/D0.82,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
25-12546,T,SN,KDT,0006-806,SB007,"377052320",SB25,"13",0006-806-1,0006-808-1,"001","012","001",2020/12/31,"0","450",0.00,0.00,"1",43.790,24.01,23.49,22.95,22.39,0.61,0.65,0.63,12.79,"999",,N,,,Ø450,0006-806/Ø450,Ø450/L43.79,Ø450/L43.79/D0.61/D0.65,2020/Ø450/L43.79,2020/HP/Ø450/L43.79/D22.95/D22.39/S12.79,2020/HP/Ø450/L43.79/D0.61/D0.65,"71",Y,,,"1980","2020","0","001","001",0.00,"2","02","01",C,N,,"001",,"2020"
