idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year
25-03531,T,SN,CH,0405-300,SB007,"377052315",SB25,"13",0404-101-1,0406-100-1,"001","037","001",1980/12/31,"0","450",0.00,0.00,"1",11.090,17.50,17.30,16.37,16.17,0.68,0.68,0.68,18.03,"999",,B,,,Ø450,0405-300/Ø450,Ø450/L11.09,Ø450/L11.09/D0.68/D0.68,1980/Ø450/L11.09,1980/CP/Ø450/L11.09/D16.37/D16.17/S18.03,1980/CP/Ø450/L11.09/D0.68/D0.68,"01",N,,,"1980","1900","0",,,0.00,"0","99","01",B,N,,"999",,"1980"
25-00023,T,SN,OG,0990-400,SB007,"377052380",SB25,"12",0990-400-1,0990-500-1,"001","012","001",2001/12/27,"0","800",0.00,0.00,"1",41.500,23.65,23.18,22.03,21.68,0.77,0.65,0.71,8.43,"999",,D,,,Ø800,0990-400/Ø800,Ø800/L41.5,Ø800/L41.5/D0.77/D0.65,2001/Ø800/L41.5,2001/HP/Ø800/L41.50/D22.03/D21.68/S8.43,2001/HP/Ø800/L41.50/D 0.77/D 0.65,"40",N,,,"2001","1900","0",,,0.00,"0","05","01",D,Y,,"999",강동대로-서하남I.C간 도로확장공사,"2001"
25-11547,T,SN,KDT,0211-301,SB007,"377052357",SB25,"12",0211-301-1,0211-300-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",51.880,15.16,14.99,13.53,13.29,0.98,1.05,1.02,4.63,"999",,D,,,Ø600,0211-301/Ø600,Ø600/L51.88,Ø600/L51.88/D0.98/D1.05,1980/Ø600/L51.88,1980/HP/Ø600/L51.88/D13.53/D13.29/S4.63,1980/HP/Ø600/L51.88/D 0.98/D 1.05,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-05360,T,SN,SN,0037-100,SB007,"377052337",SB25,"13",0037-100-1,0037-200-1,"001","012","001",2016/12/31,"0","800",0.00,0.00,"1",23.600,15.89,15.67,14.14,14.07,0.95,0.80,0.88,2.97,"999",,,,,Ø800,0037-100/Ø800,Ø800/L23.60,Ø800/L23.60/D0.95/D0.80,2016/Ø800/L23.60,2016/HP/Ø800/L23.60/D14.14/D14.07/S2.97,2016/HP/Ø800/L23.60/D0.95/D0.80,"71",N,,,"1900","2016","0","001","001",0.00,"2","02","01",B,N,,"001",성내배수분구 하수관거 종합정비사업 2블럭 2차,"2016"
25-00127,T,SN,HL,0012-208,SB007,"377051954",SB25,"12",0012-208-1,0012-209-1,"001","012","001",1900/01/01,"0","300",0.00,0.00,"1",17.210,19.29,19.41,17.89,17.53,1.05,1.53,1.29,20.92,"999",,M,,,Ø300,0012-208/Ø300,Ø300/L17.21,Ø300/L17.21/D1.05/D1.53,1900/Ø300/L17.21,1900/HP/Ø300/L17.21/D17.89/D17.53/S20.92,1900/HP/Ø300/L17.21/D 1.05/D 1.53,"11",N,,,"1900","1900","0",,,0.00,"0","03","01",M,N,,"999",,"1900"
25-06538,T,SN,SLO,0990-300,SB007,"377052416",SB25,"12",0990-300-1,0990-400-1,"001","012","001",1989/06/16,"0","600",0.00,0.00,"1",41.130,21.67,21.62,20.09,19.82,0.93,1.15,1.04,6.56,"999",,C,,,Ø600,0990-300/Ø600,Ø600/L41.13,Ø600/L41.13/D0.93/D1.15,1989/Ø600/L41.13,1989/HP/Ø600/L41.13/D20.09/D19.82/S6.56,1989/HP/Ø600/L41.13/D 0.93/D 1.15,"01",N,,,"1989","1900","0",,,0.00,"0","03","01",C,N,,"999",천호대로~상일동 433의 1시계간외 1개소 도로보수공사,"1989"
25-13316,T,SN,SN,0073-450,SB007,"377052345",SB25,"13",0073-450-1,0050-350-00,"001","012","001",2013/12/31,"0","600",0.00,0.00,"1",2.060,13.93,14.06,11.79,11.56,1.54,1.90,1.72,111.65,"999",,,,,Ø600,0073-450/Ø600,Ø600/L2.06,Ø600/L2.06/D1.54/D1.90,2013/Ø600/L2.06,2013/HP/Ø600/L2.06/D11.79/D11.56/S111.65,2013/HP/Ø600/L2.06/D1.54/D1.90,"71",N,,,"2013","2013","0","006","001",0.00,"2","02","01",,N,,"999",성내배수분구 하수관로 종합정비 공사,"2013"
25-01110,T,SN,CH,,SB020,"377052307",SB25,"12",,,"999","999","999",1980/12/31,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1980"
25-00619,T,SN,PN,0016-209,SB007,"377052325",SB25,"12",0016-209-1,0016-210-1,"001","037","001",1900/01/01,"0","450",0.00,0.00,"1",44.850,20.57,20.06,19.15,18.86,0.92,0.70,0.81,6.47,"999",,D,,,Ø450,0016-209/Ø450,Ø450/L44.85,Ø450/L44.85/D0.92/D0.70,1900/Ø450/L44.85,1900/CP/Ø450/L44.85/D19.15/D18.86/S6.47,1900/CP/Ø450/L44.85/D 0.92/D 0.70,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1900"
25-08368,T,SN,ML,0092-300,SB007,"377052309",SB25,"13",0092-300-1,0083-300-00,"001","012","001",1980/12/30,"0","900",0.00,0.00,"1",3.200,24.72,24.71,22.82,22.81,1.00,1.00,1.00,3.13,"999",N,C,,,Ø900,0092-300/Ø900,Ø900/L3.20,Ø900/L3.20/D1.00/D1.00,1980/Ø900/L3.20,1980/HP/Ø900/L3.20/D22.82/D22.81/S3.13,1980/HP/Ø900/L3.20/D1.00/D1.00,"41",N,,2015년정확도,"1980","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1980"
25-01152,T,SN,CH,,SB020,"377052317",SB25,"12",,,"999","999","999",1980/12/31,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1980"
25-07290,T,SN,ML,5037-100,SB010,"377052401",SB25,"12",5037-100-1,5037-200-1,"002","012","001",1992/06/25,"0","600",0.00,0.00,"1",10.720,27.72,27.49,26.04,25.99,1.03,0.85,0.94,4.66,"999",,D,,,Ø600,5037-100/Ø600,Ø600/L10.72,Ø600/L10.72/D1.03/D0.85,1992/Ø600/L10.72,1992/HP/Ø600/L10.72/D26.04/D25.99/S4.66,1992/HP/Ø600/L10.72/D 1.03/D 0.85,"01",N,,,"1992","1900","0",,,0.00,"0","03","01",D,N,,"999",명일동 249주변 오수관 개량공사,"1992"
25-19154,T,SN,ML,0083-450,SB001,"377052309",SB25,"13",0083-450-00,0087-100-00,"001","030","024",1980/01/01,"0","0",2.60,1.00,"1",4.260,23.42,23.41,21.72,21.71,0.70,0.70,0.70,2.35,"999",N,,,,□2.6X1.0,0083-450/□2.6X1.0,□2.6X1.0/L4.26,□2.6X1.0/L4.26/D0.70/D0.70,1980/□2.6X1.0/L4.26,1980/RCB/□2.6X1.0/L4.26/D21.72/D21.71/S2.35,1980/RCB/□2.6X1.0/L4.26/D0.70/D0.70,"41",N,,2015년정확도,"1980","0","0",,,0.00,,"02","01",,N,,"001",,"1980"
25-08889,T,SN,GDG,0012-210,SB007,"377052421",SB25,"15",0012-210-1,0012-217-1,"001","012","001",2013/08/02,"0","450",0.00,0.00,"1",43.700,32.01,31.07,30.81,29.51,0.70,0.91,0.81,29.86,"001",N,C,N,N,Ø450,0012-210/Ø450,Ø450/L43.7,Ø450/L43.7/D0.70/D0.91,2013/Ø450/L43.7,2013/HP/Ø450/L43.7/D32.01/D31.07/S29.86,2013/HP/Ø450/L43.7/D0.7/D0.91,"01",N,,,"1988","1900","0","005","001",0.00,"1","03","01",C,N,,"999",,"2013"
25-03732,T,SN,CH,0319-200,SB007,"377052326",SB25,"12",0319-200-1,0319-300-01,"001","012","001",1992/01/01,"0","800",0.00,0.00,"1",33.410,20.17,19.93,17.96,17.75,1.36,1.33,1.35,6.29,"999",,C,,,Ø800,0319-200/Ø800,Ø800/L33.41,Ø800/L33.41/D1.36/D1.33,1992/Ø800/L33.41,1992/HP/Ø800/L33.41/D17.96/D17.75/S6.29,1992/HP/Ø800/L33.41/D 1.36/D 1.33,"02",N,,,"1992","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1992"
25-10198,T,SN,KDT,0036-101,SB007,"377052328",SB25,"12",0036-101-01,0036-100-1,"001","040","001",1984/12/17,"0","600",0.00,0.00,"1",23.730,24.84,23.33,22.70,22.39,1.49,0.29,0.89,13.06,"999",,D,,,Ø600,0036-101/Ø600,Ø600/L23.73,Ø600/L23.73/D1.49/D0.29,1984/Ø600/L23.73,1984/THP/Ø600/L23.73/D22.70/D22.39/S13.06,1984/THP/Ø600/L23.73/D 1.49/D 0.29,"02",N,,,"1984","1900","0",,,0.00,"0","03","01",D,N,,"999",천호동 154주변 외 5개소 하수도 개량공사,"1984"
25-11379,T,SN,KDT,0206-100,SB007,"377052348",SB25,"12",0206-100-1,0206-200-1,"001","012","001",1980/12/30,"0","1200",0.00,0.00,"1",67.720,15.69,15.50,13.31,13.20,1.13,1.05,1.09,1.62,"999",,D,,,Ø1200,0206-100/Ø1200,Ø1200/L67.72,Ø1200/L67.72/D1.13/D1.05,1980/Ø1200/L67.72,1980/HP/Ø1200/L67.72/D13.31/D13.20/S1.62,1980/HP/Ø1200/L67.72/D 1.13/D 1.05,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-01057,T,SN,PN,0004-301,SB007,"377052337",SB25,"12",0004-301-1,0004-300-01,"001","012","001",1900/01/01,"0","300",0.00,0.00,"1",5.930,25.39,25.29,24.08,22.57,0.96,2.37,1.67,254.64,"999",,M,,,Ø300,0004-301/Ø300,Ø300/L5.93,Ø300/L5.93/D0.96/D2.37,1900/Ø300/L5.93,1900/HP/Ø300/L5.93/D24.08/D22.57/S254.64,1900/HP/Ø300/L5.93/D 0.96/D 2.37,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",M,Y,,"999",,"1900"
25-30602,T,SN,PN,0114-200,SB007,"377052326",SB25,"12",0114-200-01,0114-300-1,"001","012","001",1900/01/01,"0","800",0.00,0.00,"1",42.640,19.44,19.30,17.85,17.81,0.74,0.64,0.69,0.94,"999",,B,,,Ø800,0114-200/Ø800,Ø800/L42.64,Ø800/L42.64/D0.74/D0.64,1900/Ø800/L42.64,1900/HP/Ø800/L42.64/D17.85/D17.81/S0.94,1900/HP/Ø800/L42.64/D 0.74/D 0.64,"12",N,,,"1900","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1900"
25-10553,T,SN,KDT,0266-200,SB007,"377052320",SB25,"12",0266-200-1,0267-100-1,"001","012","001",1999/05/01,"0","1200",0.00,0.00,"1",4.180,20.13,20.11,17.98,17.96,0.90,0.90,0.90,4.78,"999",,B,,,Ø1200,0266-200/Ø1200,Ø1200/L4.18,Ø1200/L4.18/D0.90/D0.90,1999/Ø1200/L4.18,1999/HP/Ø1200/L4.18/D17.98/D17.96/S4.78,1999/HP/Ø1200/L4.18/D 0.90/D 0.90,"40",N,,,"1999","1900","0",,,0.00,"0","05","01",B,Y,,"999",명일동 351번지 하수관 개량공사,"1999"
25-19275,T,SN,ML,0060-200,SB001,"377052310",SB25,"13",0060-200-1,0060-100-00,"001","030","024",1984/06/29,"0","0",5.70,1.80,"1",2.910,22.55,22.67,19.95,20.07,0.80,0.80,0.80,41.24,"999",N,C,,,□5.7X1.8,0060-200/□5.7X1.8,□5.7X1.8/L2.91,□5.7X1.8/L2.91/D0.80/D0.80,1984/□5.7X1.8/L2.91,1984/RCB/□5.7X1.8/L2.91/D19.95/D20.07/S41.24,1984/RCB/□5.7X1.8/L2.91/D0.80/D0.80,"41",N,,2015년정확도,"1984","1900","0",,,0.00,"0","02","01",C,N,,"001",명일동 대창아파트앞 하수도공사,"1984"
25-09011,T,SN,GDG,0022-317,SB007,"377052350",SB25,"13",0022-317-1,0022-318-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",11.400,30.52,30.16,29.63,28.66,0.39,1.00,0.70,85.09,"999",N,C,N,N,Ø450,0022-317/Ø450,Ø450/L11.4,Ø450/L11.4/D0.39/D1.00,1900/Ø450/L11.4,1900/HP/Ø450/L11.4/D30.52/D30.16/S  85.09,1900/HP/Ø450/L11.4/D0.39/D1,"23",N,,,"2005","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-07955,T,SN,ML,0005-400,SB007,"377051991",SB25,"12",0005-400-01,0006-100-1,"001","012","001",1996/01/01,"0","600",0.00,0.00,"1",80.260,38.26,37.35,36.42,35.60,1.19,1.10,1.15,10.22,"999",,C,,,Ø600,0005-400/Ø600,Ø600/L80.26,Ø600/L80.26/D1.19/D1.10,1996/Ø600/L80.26,1996/HP/Ø600/L80.26/D36.42/D35.60/S10.22,1996/HP/Ø600/L80.26/D 1.19/D 1.10,"02",N,,,"1996","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1996"
25-13017,T,SN,GDT,0048-300,SB007,"377051982",SB25,"12",0048-300-1,0048-400-1,"001","012","001",1999/01/01,"0","600",0.00,0.00,"1",49.350,26.21,25.95,24.39,24.38,1.17,0.92,1.05,0.20,"999",,D,,,Ø600,0048-300/Ø600,Ø600/L49.35,Ø600/L49.35/D1.17/D0.92,1999/Ø600/L49.35,1999/HP/Ø600/L49.35/D24.39/D24.38/S0.20,1999/HP/Ø600/L49.35/D 1.17/D 0.92,"40",N,,,"1999","2010","0",,,0.00,"1","05","01",D,Y,,"999",,"1999"
25-06910,T,SN,SLO,0060-200,SB007,"377051973",SB25,"13",0060-200-1,0060-300-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",35.940,32.38,31.23,30.38,29.38,1.55,1.40,1.48,27.82,"999",N,C,,,Ø450,0060-200/Ø450,Ø450/L35.94,Ø450/L35.94/D1.55/D1.40,1988/Ø450/L35.94,1988/HP/Ø450/L35.94/D30.38/D29.38/S27.82,1988/HP/Ø450/L35.94/D1.55/D1.40,"41",N,,2015년정확도,"1988","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1988"
25-08965,T,SN,GDG,0901-300,SB001,"377052431",SB25,"12",0901-300-01,9999-999-00,"001","030","024",1900/01/01,"0","0",2.00,1.50,"1",1.150,39.57,39.43,34.00,33.93,3.87,3.80,3.84,60.87,"999",,D,,,□2.0X1.5,0901-300/□2.0X1.5,□2.0X1.5/L1.15,□2.0X1.5/L1.15/D3.87/D3.80,1900/□2.0X1.5/L1.15,1900/RC_BOX/□2.0X1.5/L1.15/D34.00/D33.93/S60.87,1900/RC_BOX/□2.0X1.5/L1.15/D 3.87/D 3.80,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1900"
25-09654,T,SN,KDT,0048-104,SB007,"377052329",SB25,"12",0048-104-1,0048-100-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",52.630,18.43,18.42,16.58,16.54,1.20,1.23,1.22,0.76,"999",,C,,,Ø600,0048-104/Ø600,Ø600/L52.63,Ø600/L52.63/D1.20/D1.23,1980/Ø600/L52.63,1980/HP/Ø600/L52.63/D16.58/D16.54/S0.76,1980/HP/Ø600/L52.63/D 1.20/D 1.23,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-07013,T,SN,SLO,0004-100,SB007,"377051973",SB25,"13",0004-100-1,0073-100-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",49.100,35.72,34.28,34.00,32.48,1.27,1.35,1.31,30.96,"999",N,C,,,Ø450,0004-100/Ø450,Ø450/L49.10,Ø450/L49.10/D1.27/D1.35,1988/Ø450/L49.10,1988/HP/Ø450/L49.10/D34.00/D32.48/S30.96,1988/HP/Ø450/L49.10/D1.27/D1.35,"01",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
25-35143,T,SN,SLT,0081-300,SB008,"377051976",SB25,"13",0081-300-1,0081-400-1,"002","012","001",2010/01/01,"0","500",0.00,0.00,"1",26.343,22.19,22.20,19.79,19.30,1.90,2.40,2.15,18.60,"999",,,,,Ø500,0081-300/Ø500,Ø500/L26.343,Ø500/L26.343/D1.90/D2.40,2010/Ø500/L26.343,2010/HP/Ø500/L26.34/D19.79/D19.3/S18.6,2010/HP/Ø500/L26.34/D1.9/D2.4,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-11561,T,SN,KDT,,SB020,"377052357",SB25,"12",,,"999","999","999",1980/12/30,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1980"
25-03536,T,SN,CH,9000-100,SB001,"377052305",SB25,"13",0403-202-00,9000-200-00,"001","030","024",1980/12/31,"0","0",3.00,2.50,"1",89.620,16.04,16.68,12.24,11.98,1.30,2.20,1.75,2.90,"999",,C,,,□3.0X2.5,9000-100/□3.0X2.5,□3.0X2.5/L89.62,□3.0X2.5/L89.62/D1.30/D2.20,1980/□3.0X2.5/L89.62,1980/RCB/□3.0X2.5/L89.62/D12.24/D11.98/S2.90,1980/RCB/□3.0X2.5/L89.62/D1.30/D2.20,"41",N,,2012년정확도 펌프장,"1980","1900","0",,,0.00,"0","02","01",C,N,,"001",천호2동 주민센터 ~ 암사1동 주민센터 주변 사각형거 보수보강,"1980"
25-01767,T,SN,CH,0281-300,SB001,"377052317",SB25,"12",0281-300-00,0281-400-00,"001","030","024",1980/12/31,"0","0",2.00,2.00,"1",1.920,17.89,17.89,14.70,14.70,0.99,0.99,0.99,0.00,"999",,C,,,□2.0X2.0,0281-300/□2.0X2.0,□2.0X2.0/L1.92,□2.0X2.0/L1.92/D0.99/D0.99,1980/□2.0X2.0/L1.92,1980/RC_BOX/□2.0X2.0/L1.92/D14.70/D14.70/S0.00,1980/RC_BOX/□2.0X2.0/L1.92/D 0.99/D 0.99,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-03673,T,SN,CH,0019-101,SB007,"377051898",SB25,"12",0151-302-01,0019-102-1,"001","012","001",1980/12/31,"0","450",0.00,0.00,"1",36.240,30.49,29.11,29.79,27.49,0.20,1.12,0.66,63.47,"999",,C,,,Ø450,0019-101/Ø450,Ø450/L36.24,Ø450/L36.24/D0.20/D1.12,1980/Ø450/L36.24,1980/HP/Ø450/L36.24/D29.79/D27.49/S63.47,1980/HP/Ø450/L36.24/D 0.20/D 1.12,"12",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-04675,T,SN,SN,0049-613,SB007,"377052345",SB25,"13",0050-101-1,0049-617-1,"001","012","001",2014/12/31,"0","600",0.00,0.00,"1",37.130,14.32,14.27,12.47,12.55,1.25,1.12,1.19,2.15,"999",,,,,Ø600,0049-613/Ø600,Ø600/L37.13,Ø600/L37.13/D1.25/D1.12,2014/Ø600/L37.13,2014/HP/Ø600/L37.13/D12.47/D12.55/S2.15,2014/HP/Ø600/L37.13/D1.25/D1.12,"71",N,,,"1984","2014","0","001","001",0.00,"2","02","01",B,N,,"999",성내배수분구 하수관거 종합정비 사업 1블럭 2차,"2014"
25-07449,T,SN,ML,5016-600,SB010,"377052401",SB25,"12",5016-600-1,5016-700-1,"002","012","001",1988/12/30,"0","500",0.00,0.00,"1",40.460,25.72,24.98,23.60,23.31,1.57,1.12,1.35,7.17,"999",,C,,,Ø500,5016-600/Ø500,Ø500/L40.46,Ø500/L40.46/D1.57/D1.12,1988/Ø500/L40.46,1988/HP/Ø500/L40.46/D23.60/D23.31/S7.17,1988/HP/Ø500/L40.46/D 1.57/D 1.12,"11",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
25-40336,T,SN,SLT,1211-400,SB010,"377051985",SB25,"13",1211-300-1,GDL0-022-1,"002","008","001",2011/12/30,"0","600",0.00,0.00,"1",28.940,18.78,17.45,17.05,14.05,1.13,2.80,1.97,103.66,"999",,,,,Ø600,1211-400/Ø600,Ø600/L28.94,Ø600/L28.94/D1.13/D2.80,2011/Ø600/L28.94,2011/PC/Ø600/L28.94/D17.05/D14.05/S103.66,2011/PC/Ø600/L28.94/D1.13/D2.80,"62",N,,,"2011","1900","0",,,0.00,"0","02","02",,N,,"999",강일2지구 하수관거,"2011"
25-18469,T,SN,HL,0360-400,SB001,"377051955",SB25,"13",0360-400-00,0360-500-00,"001","030","024",1900/01/01,"0","0",3.00,2.50,"1",6.020,17.50,17.55,14.30,14.35,0.70,0.70,0.70,8.31,"999",,,,,□3.0X2.5,0360-400/□3.0X2.5,□3.0X2.5/L6.02,□3.0X2.5/L6.02/D0.70/D0.70,1900/□3.0X2.5/L6.02,1900/RCB/□3.0X2.5/L6.02/D14.30/D14.35/S8.31,1900/RCB/□3.0X2.5/L6.02/D0.70/D0.70,"41",N,,2012년정확도 재개발지역,"1900","1900","0",,,0.00,"0","02","01",,N,,"001",,"1900"
25-09307,T,SN,GDG,0107-401,SB007,"377052359",SB25,"12",0107-401-01,0107-402-1,"001","012","001",1991/05/31,"0","450",0.00,0.00,"1",11.600,28.93,26.53,28.23,25.36,0.20,0.67,0.44,247.41,"999",,D,,,Ø450,0107-401/Ø450,Ø450/L11.6,Ø450/L11.6/D0.20/D0.67,1991/Ø450/L11.6,1991/HP/Ø450/L11.60/D28.23/D25.36/S247.41,1991/HP/Ø450/L11.60/D 0.20/D 0.67,"02",N,,,"1991","1900","0",,,0.00,"0","03","01",D,N,,"999",신둔국교(위례중)진입로 개설공사(2차),"1991"
25-01288,T,SN,CH,0237-103,SB007,"377052318",SB25,"12",0237-103-1,0237-104-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",9.880,31.81,21.77,30.67,20.53,0.64,0.74,0.69,1026.32,"999",,M,,,Ø450,0237-103/Ø450,Ø450/L9.88,Ø450/L9.88/D0.64/D0.74,1900/Ø450/L9.88,1900/HP/Ø450/L9.88/D30.67/D20.53/S1026.32,1900/HP/Ø450/L9.88/D 0.64/D 0.74,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",M,Y,,"999",,"1900"
25-08464,T,SN,ML,0083-100,SB001,"377052309",SB25,"13",0083-100-00,0083-200-00,"001","030","024",1980/12/30,"0","0",2.50,1.00,"1",25.470,25.22,24.70,23.62,23.10,0.60,0.60,0.60,20.42,"999",N,C,,,□2.5X1.0,0083-100/□2.5X1.0,□2.5X1.0/L25.47,□2.5X1.0/L25.47/D0.60/D0.60,1980/□2.5X1.0/L25.47,1980/RCB/□2.5X1.0/L25.47/D23.62/D23.10/S20.42,1980/RCB/□2.5X1.0/L25.47/D0.60/D0.60,"41",N,,"사다리꼴,2015년정확도","1980","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1980"
25-04244,T,SN,AS,0101-101,SB007,"377051800",SB25,"12",0038-103-01,0101-102-1,"001","012","001",1979/02/25,"0","600",0.00,0.00,"1",20.710,36.70,36.64,35.73,35.26,0.32,0.73,0.53,22.69,"999",,C,,,Ø600,0101-101/Ø600,Ø600/L20.71,Ø600/L20.71/D0.32/D0.73,1979/Ø600/L20.71,1979/HP/Ø600/L20.71/D35.73/D35.26/S22.69,1979/HP/Ø600/L20.71/D 0.32/D 0.73,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1979"
25-35211,T,SN,SLT,0109-200,SB004,"377051977",SB25,"13",0064-302-1,0059-100-1,"002","030","024",2010/01/01,"0","0",0.30,0.30,"1",50.459,22.07,21.63,21.67,21.08,0.10,0.25,0.17,11.69,"999",,,,,□0.3X0.3,0109-200/□0.3X0.3,□0.3X0.3/L50.459,□0.3X0.3/L50.459/D0.10/D0.25,2010/□0.3X0.3/L50.459,2010/U/□0.3X0.3/L50.459/D21.67/D21.08/S11.69,2010/U/□0.3X0.3/L50.459/D0.1/D0.25,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-11002,T,SN,KDT,0263-202,SB007,"377052329",SB25,"12",0263-202-01,0263-203-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",25.760,21.85,22.20,21.00,20.76,0.20,0.79,0.50,9.32,"999",,C,,,Ø600,0263-202/Ø600,Ø600/L25.76,Ø600/L25.76/D0.20/D0.79,1980/Ø600/L25.76,1980/HP/Ø600/L25.76/D21.00/D20.76/S9.32,1980/HP/Ø600/L25.76/D 0.20/D 0.79,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-04135,T,SN,AS,0920-100,SB007,"377051888",SB25,"12",0920-100-1,0923-100-1,"001","012","001",1979/04/04,"0","600",0.00,0.00,"1",36.840,19.33,19.05,17.80,17.53,0.88,0.87,0.88,7.33,"999",,C,,,Ø600,0920-100/Ø600,Ø600/L36.84,Ø600/L36.84/D0.88/D0.87,1979/Ø600/L36.84,1979/HP/Ø600/L36.84/D17.80/D17.53/S7.33,1979/HP/Ø600/L36.84/D 0.88/D 0.87,"11",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1979"
25-07931,T,SN,ML,0081-101,SB007,"377052309",SB25,"12",0081-101-1,0081-102-1,"001","012","001",1900/01/01,"0","400",0.00,0.00,"1",34.900,33.54,31.99,32.39,30.94,0.70,0.60,0.65,41.55,"999",,C,,,Ø400,0081-101/Ø400,Ø400/L34.9,Ø400/L34.9/D0.70/D0.60,1900/Ø400/L34.9,1900/HP/Ø400/L34.90/D32.39/D30.94/S41.55,1900/HP/Ø400/L34.90/D 0.70/D 0.60,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-11975,T,SN,KDT,0174-700,SB007,"377052339",SB25,"12",0174-700-1,0174-800-1,"001","012","001",1995/05/30,"0","1000",0.00,0.00,"1",48.790,21.68,20.82,18.85,18.83,1.78,0.94,1.36,0.41,"999",,C,,,Ø1000,0174-700/Ø1000,Ø1000/L48.79,Ø1000/L48.79/D1.78/D0.94,1995/Ø1000/L48.79,1995/HP/Ø1000/L48.79/D18.85/D18.83/S0.41,1995/HP/Ø1000/L48.79/D 1.78/D 0.94,"23",N,,,"1995","2009","0",,,0.00,"1","03","01",C,N,,"999",둔촌동64주변하수관개량공사,"1995"
25-11110,T,SN,KDT,0069-103,SB007,"377052330",SB25,"12",0069-103-1,0069-104-1,"001","012","001",1980/12/30,"0","450",0.00,0.00,"1",32.450,22.85,22.62,21.43,21.24,0.92,0.88,0.90,5.86,"999",,C,,,Ø450,0069-103/Ø450,Ø450/L32.45,Ø450/L32.45/D0.92/D0.88,1980/Ø450/L32.45,1980/HP/Ø450/L32.45/D21.43/D21.24/S5.86,1980/HP/Ø450/L32.45/D 0.92/D 0.88,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
